MEM,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo ,Pur Vol Promo 6,Pur Vol Other Promo ,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15, maxBrCd 
1157420,2,0,0,0,3,0,0,5,0,0,5,20,16175,30,1702,1.5,539.17,10.52,1,0,0,0.18,0.32,0.03,0,0,0,0,0.01,0.46,0.18,0.51,0.32,0,0.5,0.08,0,0.04,0.01,0.06,0,0,0,0.32,0,0.315
1157460,1,1,4,2,3,5,4,2,1,38,4,8,4700,11,573,1.38,427.27,12.19,1,0,0,0.1,0,0,0.43,0,0.19,0,0,0.29,0.26,0.75,0,0,0.65,0,0.1,0,0.06,0,0.19,0,0,0,0,0.426
1157490,2,3,10,2,3,5,3,2,1,16,3,11,6075,19,861.5,1.73,319.74,14.18,0.82,0.19,0,0,0,0.09,0,0,0.67,0,0,0.25,0.18,0.75,0.07,0,0.04,0,0,0.17,0,0,0.67,0.06,0,0.07,0,0.667
1157500,1,1,4,2,3,7,4,2,2,17,4,13,6900,16,624,1.23,431.25,9.04,1,0,0,0.41,0.24,0,0,0,0,0.2,0,0.15,0,0.76,0.24,0,0.41,0.09,0.2,0,0,0,0,0,0,0.24,0.07,0.406
1157580,1,1,4,2,3,7,8,1,1,38,1,12,40400,16,3109,1.33,2525,7.7,1,0,0,0,0,0,0,0,0,0,0,1,0.12,0.12,0,0.76,0.94,0,0,0,0,0,0,0,0,0,0.06,0
1157610,1,1,4,2,3,7,4,2,1,32,3,8,7875,13,853,1.63,605.77,10.83,0.89,0.11,0,0.77,0,0,0,0,0,0.03,0,0.21,0.07,0.93,0,0,0.98,0,0.03,0,0,0,0,0,0,0,0,0.765
1157640,1,1,4,2,3,7,7,4,1,37,3,13,17575,39,1705,3,450.64,9.7,1,0,0,0.48,0.27,0,0,0,0,0,0,0.26,0.12,0.61,0.28,0,0.61,0,0,0,0.09,0.03,0,0,0,0.28,0,0.478
1157670,2,1,4,2,3,5,5,2,1,16,6,21,8965,27,998.5,1.29,332.04,11.14,0.92,0.08,0,0.29,0,0.03,0.13,0.01,0,0,0.02,0.52,0.19,0.52,0,0.29,0.81,0.05,0,0.06,0.02,0.05,0,0,0.01,0,0,0.29
1157700,1,2,4,2,2,6,3,2,2,21,2,7,6600,15,647.9,2.14,440,9.82,1,0,0,0.2,0,0,0,0,0,0,0,0.8,0.05,0.95,0,0,0.49,0,0,0,0,0,0,0,0,0,0.52,0.197
1157730,2,1,4,2,3,7,7,2,1,20,7,29,12550,41,1478.5,1.41,306.1,11.78,0.96,0.04,0,0.29,0.04,0.11,0.06,0.01,0,0,0.03,0.46,0.16,0.71,0.04,0.1,0.44,0.22,0,0.15,0.02,0.02,0,0,0.01,0.04,0.11,0.289
1157780,1,3,10,2,4,8,6,2,1,45,2,4,6300,10,744,2.5,630,11.81,1,0,0,0.86,0,0,0,0,0,0,0,0.14,0.14,0.86,0,0,0.93,0,0,0.07,0,0,0,0,0,0,0,0.857
1157830,1,1,13,2,3,7,4,2,1,33,4,12,3750,15,506.5,1.25,250,13.51,0.47,0.46,0.07,0.32,0,0.18,0,0,0,0.11,0,0.39,0.29,0.71,0,0,0.44,0,0.11,0.31,0,0.08,0,0.06,0,0,0,0.32
1157860,2,1,5,2,2,3,4,3,1,17,4,9,2675,11,290.5,1.22,243.18,10.86,0.66,0,0.34,0.19,0.51,0,0,0,0,0,0.03,0.28,0.31,0.19,0.51,0,0.47,0.03,0,0,0,0,0,0,0,0.51,0,0.505
1157870,1,3,5,2,3,4,6,2,1,26,4,22,18200,39,2290.75,1.77,466.67,12.59,0.99,0.01,0,0.31,0.01,0,0,0,0,0,0.2,0.48,0.34,0.65,0.01,0,0.45,0.25,0.26,0.03,0,0.01,0,0,0,0.01,0,0.308
1157910,1,1,5,2,4,7,4,4,1,32,1,1,6700,14,703.5,14,478.57,10.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1157950,1,3,10,2,3,8,4,2,2,25,5,24,4750,34,576,1.42,139.71,12.13,0.84,0.06,0.1,0.06,0.03,0,0,0,0.02,0.3,0,0.6,0.33,0.64,0.03,0,0.3,0,0.52,0.02,0.13,0,0.02,0,0,0.03,0,0.295
1158030,2,0,0,0,3,0,0,5,0,0,2,3,1225,4,133,1.33,306.25,10.86,1,0,0,0.74,0,0,0,0,0,0,0,0.27,0.27,0.74,0,0,0.74,0,0.18,0,0.08,0,0,0,0,0,0,0.735
1158080,3,0,0,0,3,0,0,5,0,0,3,3,750,3,57.5,1,250,7.67,1,0,0,0.27,0.6,0,0,0,0,0,0,0.13,0.13,0.27,0.6,0,0.27,0,0,0,0.13,0,0,0,0,0.6,0,0.6
1158120,2,1,4,2,2,8,4,4,1,18,6,13,6250,18,699.5,1.38,347.22,11.19,0.96,0.04,0,0.4,0.07,0.13,0.1,0,0.05,0,0,0.25,0.08,0.75,0.07,0.1,0.66,0,0,0.22,0,0,0.05,0,0,0.07,0,0.4
1158130,1,3,12,2,3,5,6,2,1,13,4,9,6975,12,758.5,1.33,581.25,10.87,0.97,0.03,0,0.52,0,0.03,0,0.02,0,0,0,0.43,0.02,0.98,0,0,0.95,0,0,0.03,0,0,0,0,0.02,0,0,0.516
1158220,1,1,10,2,3,7,5,3,1,23,3,5,6325,16,826.5,3.2,395.31,13.07,1,0,0,0.12,0,0,0,0,0.76,0,0,0.12,0.05,0.95,0,0,0.14,0,0,0,0,0,0.86,0,0,0,0,0.759
1160050,2,1,10,2,2,7,3,1,1,24,6,22,4100,32,594.5,1.45,128.13,14.5,0.96,0,0.04,0.2,0,0,0.02,0.02,0,0.02,0.04,0.7,0.4,0.6,0,0,0.48,0.09,0.37,0,0,0,0,0.02,0.02,0,0.02,0.195
1160140,3,3,10,2,4,5,4,2,2,12,4,31,7915,51,1021.2,1.65,155.2,12.9,0.74,0.24,0.02,0.13,0,0,0,0,0,0.09,0.02,0.77,0.49,0.39,0,0.12,0.28,0.03,0.22,0.15,0.2,0,0.03,0,0.09,0,0,0.126
1160280,1,1,4,2,4,5,7,4,0,15,6,29,11825,39,1437.25,1.34,303.21,12.15,1,0,0,0.19,0.22,0.16,0,0.02,0,0.05,0,0.37,0.23,0.55,0.22,0,0.4,0.03,0.07,0.24,0.03,0,0,0,0.02,0.22,0,0.216
1160330,2,3,10,2,4,5,5,2,1,27,6,61,15725,82,2191,1.34,191.77,13.93,0.91,0.04,0.05,0.09,0,0.01,0,0,0.01,0.04,0.06,0.8,0.6,0.38,0,0.02,0.28,0.22,0.27,0.12,0.02,0.05,0.03,0.01,0,0,0.01,0.089
1160540,1,1,10,2,3,7,6,4,1,24,4,13,14925,26,2101,2,574.04,14.08,0.48,0.47,0.05,0,0,0.26,0,0.01,0.02,0,0,0.72,0.06,0.94,0,0,0.02,0.14,0,0.8,0,0,0.02,0,0.01,0,0.02,0.261
1160600,3,3,10,2,4,4,4,1,1,21,2,11,17275,31,1800,2.82,557.26,10.42,1,0,0,0.04,0,0,0,0,0,0,0,0.96,0.08,0.92,0,0,0.92,0,0,0,0.08,0,0,0,0,0,0,0.041
1160660,2,1,10,2,4,5,2,4,2,12,4,12,7400,26,585.5,2.17,284.62,7.91,0.96,0,0.04,0,0.04,0,0.11,0,0,0.04,0,0.81,0.04,0.92,0.04,0,0.11,0,0.04,0,0,0,0,0,0.04,0.04,0.77,0.108
1160890,1,1,4,2,4,5,4,4,1,21,2,8,8600,23,1134.5,2.88,373.91,13.19,0.93,0,0.07,0.77,0,0,0,0,0,0,0,0.23,0.14,0.86,0,0,0.9,0,0,0,0.02,0.07,0,0.01,0,0,0,0.767
1161010,2,1,4,2,4,7,4,4,1,1,5,27,11600,39,1313.25,1.44,297.44,11.32,0.98,0.02,0,0.24,0.25,0.07,0,0,0,0.03,0,0.42,0.19,0.56,0.25,0,0.39,0.15,0.03,0.12,0.03,0.04,0,0,0,0.25,0,0.246
1161130,1,1,10,2,2,7,5,1,1,50,5,74,11615,123,2068.75,1.66,94.43,17.81,0.88,0.11,0.01,0.1,0,0.14,0,0.08,0.03,0,0,0.65,0.68,0.32,0,0,0.31,0.03,0.08,0.3,0.03,0.05,0.03,0.01,0.08,0,0.08,0.142
1161270,1,3,10,2,4,5,3,4,1,26,4,4,3875,17,400,4.25,227.94,10.32,1,0,0,0.08,0,0,0,0,0,0.83,0.08,0.02,0.08,0.92,0,0,0.08,0.1,0.83,0,0,0,0,0,0,0,0,0.826
1161340,2,3,10,2,4,5,2,4,1,30,5,17,2775,17,399,1,163.24,14.38,0.92,0.08,0,0,0.05,0.08,0.14,0.16,0,0,0,0.56,0.38,0.57,0.05,0,0.36,0.18,0,0.14,0.11,0,0,0,0.16,0.05,0,0.162
1161390,1,0,0,0,4,0,0,5,0,0,1,1,225,1,58.5,1,225,26,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1161500,1,3,10,2,4,5,5,4,1,22,7,20,15325,33,2031.5,1.65,464.39,13.26,0.93,0.02,0.05,0.35,0.03,0.04,0,0.07,0,0.03,0.03,0.46,0.25,0.73,0.03,0,0.65,0.03,0.05,0.15,0,0.03,0,0,0.07,0.03,0,0.346
1161750,2,0,0,0,4,0,0,5,0,0,5,22,13075,43,1236.25,1.95,304.07,9.46,0.98,0.02,0,0.22,0.17,0.02,0.14,0,0,0,0,0.46,0.05,0.67,0.28,0,0.71,0,0,0.02,0,0,0,0,0,0.28,0,0.218
1161780,1,0,0,0,4,0,0,5,0,0,2,3,825,3,75,1,275,9.09,1,0,0,0,0,0,0.36,0,0,0,0,0.64,0,0.73,0.27,0,0.73,0,0,0,0,0,0,0,0,0.27,0,0.364
1161880,1,2,10,2,4,4,5,1,1,32,2,11,13175,45,1354,4.09,292.78,10.28,1,0,0,0,0,0,0,0,0,0.02,0,0.98,0.22,0.65,0,0.13,0.78,0.01,0.02,0.03,0.15,0,0,0,0,0,0,0.023
1161920,3,3,10,2,4,5,2,4,1,28,4,17,7075,28,949,1.65,252.68,13.41,0.82,0.18,0,0.27,0,0,0,0,0.3,0.11,0,0.32,0.2,0.8,0,0,0.39,0,0.11,0.03,0,0.1,0.37,0,0,0,0,0.297
1162150,1,3,10,2,4,5,6,2,2,38,4,24,9750,37,1682.5,1.54,263.51,17.26,0.78,0.13,0.09,0.33,0,0,0,0,0.07,0,0.04,0.57,0.55,0.44,0,0.01,0.7,0.06,0.05,0,0,0.09,0.07,0.02,0,0,0.02,0.326
1162260,2,3,3,2,4,5,6,4,1,26,4,7,9075,27,2065.5,3.86,336.11,22.76,1,0,0,0.13,0.05,0,0,0.79,0,0,0.03,0,0.82,0.13,0.05,0,0.13,0.03,0,0,0,0,0,0,0.79,0.05,0,0.785
1162360,1,1,10,2,4,5,4,4,1,26,5,23,5950,31,811,1.35,191.94,13.63,0.66,0.24,0.1,0.28,0,0,0.03,0,0,0.15,0.03,0.51,0.45,0.55,0,0,0.35,0.05,0.35,0.2,0.02,0.04,0,0,0,0,0,0.277
1162440,1,1,10,2,4,5,5,4,1,28,2,6,16500,28,1750.5,4.67,589.29,10.61,0.92,0,0.08,0.84,0,0,0,0,0,0,0,0.16,0.02,0.98,0,0,0.98,0,0,0,0.02,0,0,0,0,0,0,0.842
1162580,1,3,10,2,4,5,5,3,1,41,6,22,9975,26,1561,1.18,383.65,15.65,0.88,0.12,0,0.13,0,0.15,0,0.05,0.09,0.02,0,0.57,0.58,0.34,0,0.08,0.43,0.02,0.02,0.26,0,0.09,0.11,0.02,0.05,0,0,0.15
1162600,2,1,12,2,3,7,6,3,2,44,6,29,11825,39,1268,1.34,303.21,10.72,0.96,0.04,0,0.17,0.08,0.01,0,0,0,0.03,0.01,0.7,0.17,0.76,0.08,0,0.59,0.05,0.03,0.06,0.02,0.06,0,0,0.01,0.08,0.1,0.169
1162660,1,1,10,2,4,5,4,4,1,35,6,39,11625,53,1545,1.36,219.34,13.29,0.66,0.33,0.01,0.14,0,0.07,0.07,0,0.14,0,0.07,0.52,0.35,0.55,0,0.1,0.4,0.25,0,0.14,0.07,0,0.14,0,0,0,0,0.142
1162680,3,1,6,2,4,5,2,4,1,12,4,16,3275,20,392.5,1.25,163.75,11.98,0.64,0.25,0.11,0,0,0,0,0.05,0,0.06,0.02,0.87,0.5,0.13,0,0.37,0.6,0.07,0.15,0.05,0,0,0.09,0,0.05,0,0,0.061
1162890,1,3,10,2,4,7,5,4,1,35,5,28,7800,44,877.5,1.57,177.27,11.25,0.92,0.05,0.03,0.14,0,0.01,0,0.03,0,0.13,0,0.69,0.17,0.61,0,0.22,0.53,0.02,0.38,0.05,0,0,0,0,0.03,0,0,0.141
1162960,2,1,4,2,4,5,6,3,1,23,4,24,5950,29,888,1.21,205.17,14.92,0.77,0.23,0,0.06,0,0.08,0,0.03,0,0,0,0.85,0.61,0.22,0,0.17,0.58,0,0.04,0.14,0.07,0.08,0,0,0.07,0,0.03,0.076
1163000,1,3,6,1,4,5,5,2,1,35,3,11,7175,21,817.5,1.91,341.67,11.39,0.95,0.05,0,0.74,0,0,0,0,0.02,0,0,0.24,0.14,0.86,0,0,0.89,0,0.02,0.07,0,0,0.02,0,0,0,0,0.739
1163230,1,3,10,2,4,7,6,3,1,35,3,17,11775,39,2333,2.29,301.92,19.81,0.87,0.04,0.09,0.14,0,0,0,0.01,0,0,0,0.85,0.98,0,0,0.02,0.85,0,0.02,0,0.06,0.06,0,0,0.01,0,0,0.14
1163300,1,0,0,0,4,0,0,5,0,0,2,8,2550,9,415,1.13,283.33,16.27,1,0,0,0.47,0,0,0,0,0,0,0,0.53,0.39,0.61,0,0,0.71,0.14,0,0,0,0.16,0,0,0,0,0,0.471
1163410,2,3,10,2,4,5,3,4,1,37,6,24,15550,64,1847,2.67,242.97,11.88,0.96,0,0.05,0.05,0,0.01,0.38,0.06,0,0.17,0,0.34,0.27,0.73,0,0,0.6,0.11,0.17,0.01,0.06,0,0,0,0.06,0,0,0.379
1163560,1,1,4,2,4,5,2,4,1,16,2,11,2000,17,443,1.55,117.65,22.15,1,0,0,0,0,0,0,0.11,0,0,0,0.89,1,0,0,0,0.68,0,0,0.06,0,0.15,0,0,0.11,0,0,0.113
1163670,1,3,10,1,4,5,5,3,1,22,6,32,6635,40,971.8,1.25,165.88,14.65,0.86,0.14,0,0.08,0,0.16,0,0.03,0.12,0.02,0,0.59,0.48,0.52,0,0,0.4,0,0.06,0.19,0.12,0.02,0.12,0.01,0.03,0,0.04,0.158
1163760,1,1,4,2,4,4,9,1,1,36,9,57,50000,95,6081,1.67,526.32,12.16,0.95,0.05,0,0.22,0.04,0.04,0.02,0.02,0.02,0.12,0.01,0.51,0.22,0.64,0.04,0.1,0.53,0.07,0.12,0.1,0.04,0,0.02,0.04,0.03,0.04,0.01,0.219
1163830,1,1,4,2,2,7,4,2,1,49,4,11,3450,14,331,1.27,246.43,9.59,0.94,0.07,0,0,0.48,0,0,0,0.24,0,0.07,0.22,0.11,0.41,0.48,0,0.11,0.13,0,0.04,0,0,0.24,0,0,0.48,0,0.478
1165010,1,0,0,0,4,0,0,5,0,0,5,21,13400,37,2096.5,1.76,362.16,15.65,0.95,0.02,0.03,0.21,0,0.2,0,0.02,0,0.01,0,0.56,0.57,0.44,0,0,0.27,0,0.02,0.59,0.08,0.02,0,0,0.02,0,0,0.209
1165070,3,1,10,2,4,5,7,2,1,15,5,13,7975,23,961.5,1.77,346.74,12.06,0.91,0,0.09,0.03,0.02,0,0,0,0.08,0.09,0,0.79,0.64,0.34,0.02,0,0.03,0,0.82,0,0,0,0.08,0,0,0.02,0.06,0.088
1165090,1,3,10,2,4,5,3,4,1,22,4,15,5800,19,1046,1.27,305.26,18.03,1,0,0,0.03,0,0,0,0.14,0.05,0,0,0.78,0.75,0.23,0,0.02,0.35,0.16,0.23,0,0,0,0.05,0,0.21,0,0,0.142
1165100,2,1,4,2,4,6,3,4,1,17,5,20,5375,31,761.5,1.55,173.39,14.17,0.71,0.2,0.1,0.22,0,0.13,0,0,0.11,0,0.11,0.43,0.38,0.62,0,0,0.3,0.14,0.29,0.13,0,0,0.11,0,0,0,0.03,0.219
1165160,1,0,0,2,4,6,3,4,1,27,3,24,8600,46,1033,1.92,186.96,12.01,0.71,0.2,0.09,0,0.02,0.18,0,0,0,0,0,0.8,0.17,0.7,0.02,0.12,0.36,0,0,0.47,0.15,0,0,0,0,0.02,0,0.183
1165310,1,1,10,2,4,5,2,4,1,25,4,22,4725,26,711.5,1.18,181.73,15.06,0.98,0.02,0,0.18,0,0.02,0,0,0,0.04,0,0.77,0.56,0.44,0,0,0.44,0,0.04,0.35,0,0,0,0,0,0,0.17,0.175
1165330,2,1,4,2,4,5,4,4,1,31,4,17,14625,28,2035.5,1.65,522.32,13.92,0.87,0.05,0.09,0.61,0,0,0,0,0,0.03,0.05,0.31,0.47,0.53,0,0,0.7,0.1,0.03,0.01,0.01,0.11,0,0,0,0,0.04,0.61
1165390,3,1,4,2,4,4,3,4,1,19,5,24,9350,26,928,1.08,359.62,9.93,0.62,0.38,0,0.13,0,0.07,0,0,0,0.13,0.03,0.64,0.12,0.68,0,0.2,0.53,0.06,0.18,0.07,0.01,0,0,0,0,0,0.14,0.128
1165460,2,3,10,2,4,5,6,3,1,23,3,17,9400,30,911,1.76,313.33,9.69,0.91,0,0.09,0.4,0.13,0,0,0,0,0,0,0.47,0.04,0.82,0.13,0.01,0.6,0.17,0,0,0,0,0,0,0,0.13,0.1,0.404
1165720,2,3,5,2,4,4,4,4,1,31,6,38,9600,48,1185,1.26,200,12.34,0.6,0.38,0.02,0.19,0.02,0.1,0,0,0.1,0.05,0,0.54,0.24,0.64,0.02,0.11,0.39,0.01,0.05,0.24,0.02,0.05,0.1,0,0,0.02,0.12,0.193
1166020,3,3,17,2,4,1,7,2,1,26,4,41,22085,61,2611,1.49,362.05,11.82,0.88,0.05,0.07,0.56,0,0,0,0,0.02,0,0.01,0.41,0.22,0.73,0.02,0.04,0.76,0.03,0.1,0.01,0,0.01,0.02,0.04,0,0,0.03,0.564
1166080,2,1,10,2,4,8,2,4,1,21,6,23,8575,36,1001.5,1.57,238.19,11.68,1,0,0,0.12,0.04,0.04,0.2,0,0,0.14,0,0.48,0.31,0.58,0.04,0.08,0.46,0,0.3,0.18,0.02,0,0,0,0,0.04,0,0.198
1166340,2,1,4,2,4,5,5,4,1,48,3,17,5635,22,770.8,1.29,256.14,13.68,0.91,0,0.09,0.04,0,0.33,0,0,0,0,0,0.63,0.24,0.66,0,0.11,0.21,0,0.17,0.33,0,0,0,0.03,0,0,0.26,0.333
1166460,2,3,10,2,4,5,3,4,1,40,3,34,15625,49,1877,1.44,318.88,12.01,0.92,0.08,0.01,0,0,0,0.06,0,0,0,0.01,0.93,0.38,0.57,0,0.05,0.73,0.01,0,0.05,0.13,0,0,0,0,0,0.09,0.058
1166470,3,1,10,2,4,5,2,4,1,29,2,15,6100,32,771,2.13,190.63,12.64,0.99,0,0.01,0.48,0,0,0,0,0,0,0,0.53,0.39,0.61,0,0,0.68,0,0.28,0,0,0,0,0.04,0,0,0,0.475
1166740,2,3,10,2,4,3,5,1,1,38,4,13,6925,13,940.5,1,532.69,13.58,0.89,0.11,0,0.07,0,0,0.09,0,0.09,0,0,0.76,0.57,0.43,0,0,0.48,0,0.02,0.36,0.06,0,0.09,0,0,0,0,0.087
1166870,2,3,10,2,4,4,6,4,1,13,3,6,8250,17,1315,2.83,485.29,15.94,0.56,0.22,0.22,0,0,0.96,0,0,0.03,0,0,0.01,0.01,0.99,0,0,0,0,0,0.96,0,0.01,0.03,0,0,0,0,0.964
1166960,3,1,10,2,4,5,5,4,1,19,2,9,2800,12,281.5,1.33,233.33,10.05,1,0,0,0,0,0.19,0,0,0,0,0,0.81,0,0.79,0,0.21,0.39,0,0,0.19,0,0,0,0,0,0,0.42,0.188
1166980,2,1,10,2,4,4,3,4,1,25,4,13,5300,28,676.5,2.15,189.29,12.76,1,0,0,0.64,0,0,0,0,0.03,0.04,0,0.3,0.26,0.7,0,0.04,0.76,0.13,0.05,0,0,0.03,0.03,0,0,0,0,0.637
1167090,2,3,10,2,4,5,5,4,1,15,3,5,9025,22,1218,4.4,410.23,13.5,0.78,0.22,0,0.04,0,0,0,0,0.9,0,0,0.06,0.06,0.94,0,0,0.08,0,0,0,0,0.03,0.9,0,0,0,0,0.898
1167230,3,3,10,2,3,5,4,4,1,29,5,23,5050,28,851,1.22,180.36,16.85,0.93,0.07,0,0,0,0.09,0.04,0.09,0,0,0.1,0.68,0.54,0.37,0,0.1,0.17,0.43,0.07,0.15,0,0.04,0,0,0.09,0,0.05,0.104
1167340,3,3,17,2,4,4,9,4,1,13,4,19,29100,25,3302.75,1.32,1164,11.35,1,0,0,0.25,0.18,0.02,0,0,0,0,0,0.56,0.17,0.65,0.18,0,0.62,0.13,0,0.03,0,0.04,0,0,0,0.18,0,0.247
1167350,2,1,4,2,4,5,2,4,2,20,3,15,5500,19,460,1.27,289.47,8.36,0.76,0.19,0.06,0,0.11,0,0,0.03,0,0,0,0.86,0.14,0.51,0.21,0.15,0.69,0.15,0,0,0,0,0,0,0.03,0.14,0,0.109
1167670,3,3,10,2,4,4,6,4,1,15,3,9,12300,14,1385,1.56,878.57,11.26,1,0,0,0.24,0,0,0.58,0,0,0,0,0.19,0.1,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.577
